City,Datetime,PM2.5,PM10,NO2,CO,SO2,O3,AQI,risk_level,Date,Year,Month,DayOfWeek,risk_label
Kolkata,27-12-2018,357.2,403.0,17.4,5.12,88.7,128.1,182.6,Low,2018-12-27,2018,12,3,0
Bangalore,27-12-2018,90.8,143.4,68.1,9.58,54.1,13.5,132.9,High,2018-12-27,2018,12,3,2
Delhi,28-12-2018,19.1,300.2,110.6,0.31,8.6,135.0,193.3,High,2018-12-28,2018,12,4,2
Mumbai,28-12-2018,166.6,60.1,6.9,3.03,77.5,65.3,31.2,Low,2018-12-28,2018,12,4,0
Chennai,28-12-2018,56.7,542.7,78.2,5.99,99.6,58.3,38.1,High,2018-12-28,2018,12,4,2
Kolkata,28-12-2018,120.3,502.9,74.1,7.37,53.4,39.7,411.2,High,2018-12-28,2018,12,4,2
Bangalore,28-12-2018,50.0,188.3,99.8,6.93,55.9,168.1,460.6,Low,2018-12-28,2018,12,4,0
Delhi,29-12-2018,431.3,177.7,51.6,1.49,35.6,112.3,388.9,High,2018-12-29,2018,12,5,2
Mumbai,29-12-2018,108.9,452.3,39.1,0.38,23.0,54.5,461.6,Moderate,2018-12-29,2018,12,5,1
Chennai,29-12-2018,268.5,539.5,22.3,4.17,84.7,81.7,291.4,Low,2018-12-29,2018,12,5,0
Kolkata,29-12-2018,434.0,514.0,130.2,4.63,11.0,114.8,8.6,High,2018-12-29,2018,12,5,2
Bangalore,29-12-2018,148.9,440.3,104.3,8.06,42.3,177.0,253.6,Low,2018-12-29,2018,12,5,0
Delhi,30-12-2018,444.3,304.3,131.1,0.92,89.8,102.0,23.5,Moderate,2018-12-30,2018,12,6,1
Mumbai,30-12-2018,43.9,250.8,43.9,7.39,38.9,62.4,127.5,Low,2018-12-30,2018,12,6,0
Chennai,30-12-2018,411.2,104.5,43.1,7.54,54.5,64.0,447.1,High,2018-12-30,2018,12,6,2
Kolkata,30-12-2018,77.8,534.5,76.3,4.9,7.9,47.8,358.1,Low,2018-12-30,2018,12,6,0
Bangalore,30-12-2018,419.9,162.0,117.1,1.0,3.5,184.2,152.7,High,2018-12-30,2018,12,6,2
Delhi,31-12-2018,497.0,507.3,38.5,4.95,81.9,165.8,40.0,Low,2018-12-31,2018,12,0,0
Mumbai,31-12-2018,160.9,114.9,17.9,9.19,45.3,192.6,276.0,Low,2018-12-31,2018,12,0,0
Chennai,31-12-2018,232.2,167.8,0.0,2.93,27.4,146.3,427.6,High,2018-12-31,2018,12,0,2
Kolkata,31-12-2018,184.5,485.9,77.2,5.22,83.1,62.9,476.7,Low,2018-12-31,2018,12,0,0
Bangalore,31-12-2018,449.9,450.4,123.3,5.67,66.3,68.5,336.7,High,2018-12-31,2018,12,0,2
Delhi,01-01-2019,266.7,199.6,64.4,0.83,58.8,5.5,160.0,Low,2019-01-01,2019,1,1,0
Mumbai,01-01-2019,61.5,398.3,132.6,4.63,67.8,4.5,385.2,High,2019-01-01,2019,1,1,2
Chennai,01-01-2019,473.3,356.8,18.1,6.05,33.9,28.1,119.1,Low,2019-01-01,2019,1,1,0
Kolkata,01-01-2019,324.9,313.0,108.9,3.92,40.1,66.9,263.5,Low,2019-01-01,2019,1,1,0
Bangalore,01-01-2019,35.7,58.9,30.9,1.99,23.6,8.7,248.1,Low,2019-01-01,2019,1,1,0
Delhi,02-01-2019,93.4,311.1,55.6,6.98,53.5,27.7,342.8,Low,2019-01-02,2019,1,2,0
Mumbai,02-01-2019,160.1,432.3,10.7,3.64,28.9,17.3,218.0,High,2019-01-02,2019,1,2,2
Chennai,02-01-2019,114.8,151.1,83.5,0.85,84.6,155.8,396.7,High,2019-01-02,2019,1,2,2
Kolkata,02-01-2019,405.3,344.1,107.9,7.75,79.0,107.3,471.2,High,2019-01-02,2019,1,2,2
Bangalore,02-01-2019,358.9,441.6,81.8,4.01,71.2,10.1,302.8,Low,2019-01-02,2019,1,2,0
Delhi,03-01-2019,34.8,300.4,50.6,5.07,29.1,110.3,467.3,High,2019-01-03,2019,1,3,2
Mumbai,03-01-2019,208.5,129.9,26.3,6.11,6.4,55.8,195.5,High,2019-01-03,2019,1,3,2
Chennai,03-01-2019,178.0,215.6,141.9,0.1,69.8,170.6,98.8,High,2019-01-03,2019,1,3,2
Kolkata,03-01-2019,33.6,562.2,7.8,0.05,9.0,69.6,427.7,Low,2019-01-03,2019,1,3,0
Bangalore,03-01-2019,445.8,179.7,57.9,1.54,57.9,192.2,468.8,High,2019-01-03,2019,1,3,2
Delhi,04-01-2019,185.0,309.8,139.9,7.57,99.9,78.3,222.1,Low,2019-01-04,2019,1,4,0
Mumbai,04-01-2019,399.7,223.4,33.1,7.85,35.0,118.5,491.2,Moderate,2019-01-04,2019,1,4,1
Chennai,04-01-2019,476.3,484.6,31.6,4.85,52.7,159.3,424.6,Moderate,2019-01-04,2019,1,4,1
Kolkata,04-01-2019,125.0,503.8,50.8,3.66,65.1,144.1,357.3,High,2019-01-04,2019,1,4,2
Bangalore,04-01-2019,398.8,223.4,108.8,7.25,52.0,27.4,454.5,High,2019-01-04,2019,1,4,2
Delhi,05-01-2019,303.8,201.2,29.0,0.91,94.9,149.1,213.5,Low,2019-01-05,2019,1,5,0
Mumbai,05-01-2019,350.8,424.6,51.4,6.37,27.6,40.0,56.1,Low,2019-01-05,2019,1,5,0
Chennai,05-01-2019,65.4,62.8,96.9,6.11,11.7,45.9,238.3,High,2019-01-05,2019,1,5,2
Kolkata,05-01-2019,296.1,389.9,147.3,9.71,35.4,0.6,287.1,High,2019-01-05,2019,1,5,2
Bangalore,05-01-2019,341.0,253.8,74.8,5.7,92.6,0.1,478.0,Moderate,2019-01-05,2019,1,5,1
Delhi,06-01-2019,400.5,235.2,65.9,6.23,18.5,111.7,55.0,Moderate,2019-01-06,2019,1,6,1
Mumbai,06-01-2019,466.2,163.3,27.6,3.84,58.0,3.8,385.8,High,2019-01-06,2019,1,6,2
Chennai,06-01-2019,418.0,253.7,1.3,5.64,30.2,119.1,287.7,High,2019-01-06,2019,1,6,2
Kolkata,06-01-2019,353.1,0.9,21.4,7.06,59.1,97.7,54.0,High,2019-01-06,2019,1,6,2
Bangalore,06-01-2019,70.9,452.5,50.2,9.82,36.9,96.7,184.9,High,2019-01-06,2019,1,6,2
Delhi,07-01-2019,147.4,13.0,26.6,5.18,18.2,171.6,289.4,Low,2019-01-07,2019,1,0,0
Mumbai,07-01-2019,199.5,598.1,22.7,9.71,46.6,19.1,122.5,High,2019-01-07,2019,1,0,2
Chennai,07-01-2019,369.7,537.2,78.2,4.88,27.8,189.1,12.2,High,2019-01-07,2019,1,0,2
Kolkata,07-01-2019,441.7,542.8,10.5,4.81,4.8,194.1,156.5,Low,2019-01-07,2019,1,0,0
Bangalore,07-01-2019,324.0,385.3,0.0,6.61,83.7,74.7,26.9,Moderate,2019-01-07,2019,1,0,1
Delhi,08-01-2019,284.1,91.1,124.4,7.3,31.4,161.5,242.4,Moderate,2019-01-08,2019,1,1,1
Mumbai,08-01-2019,166.5,380.2,26.8,4.42,60.1,163.9,221.4,Low,2019-01-08,2019,1,1,0
Chennai,08-01-2019,397.3,521.3,133.6,8.12,42.0,155.2,338.6,Moderate,2019-01-08,2019,1,1,1
Kolkata,08-01-2019,91.0,435.8,3.4,8.8,10.4,86.8,445.0,High,2019-01-08,2019,1,1,2
Bangalore,08-01-2019,60.5,333.0,43.9,1.16,53.1,82.0,352.5,High,2019-01-08,2019,1,1,2
Delhi,09-01-2019,42.2,265.6,91.0,0.59,77.0,122.7,248.1,Low,2019-01-09,2019,1,2,0
Mumbai,09-01-2019,434.1,294.3,65.0,3.95,8.8,142.0,297.8,High,2019-01-09,2019,1,2,2
Chennai,09-01-2019,36.5,92.2,13.1,8.81,31.2,54.9,63.9,High,2019-01-09,2019,1,2,2
Kolkata,09-01-2019,94.6,596.4,130.0,8.89,97.5,122.6,203.8,High,2019-01-09,2019,1,2,2
Bangalore,09-01-2019,485.2,81.3,87.0,7.29,22.3,48.4,192.6,Low,2019-01-09,2019,1,2,0
Delhi,10-01-2019,471.6,489.6,45.4,4.4,51.8,159.0,449.0,Moderate,2019-01-10,2019,1,3,1
Mumbai,10-01-2019,272.7,534.2,23.3,8.2,62.8,82.2,497.6,High,2019-01-10,2019,1,3,2
Chennai,10-01-2019,67.9,574.2,12.5,5.89,87.4,21.5,364.7,Low,2019-01-10,2019,1,3,0
Kolkata,10-01-2019,454.3,288.8,94.6,5.33,43.0,59.0,9.0,Low,2019-01-10,2019,1,3,0
Bangalore,10-01-2019,79.9,370.2,78.6,7.08,35.3,49.3,293.6,High,2019-01-10,2019,1,3,2
Delhi,11-01-2019,316.3,144.5,29.7,1.04,54.8,80.8,283.9,High,2019-01-11,2019,1,4,2
Mumbai,11-01-2019,443.3,492.6,18.1,4.87,82.4,31.1,417.5,Low,2019-01-11,2019,1,4,0
Chennai,11-01-2019,215.7,37.1,76.4,1.83,58.5,137.7,281.4,High,2019-01-11,2019,1,4,2
Kolkata,11-01-2019,262.7,568.2,53.1,0.46,68.2,147.3,95.5,Low,2019-01-11,2019,1,4,0
Bangalore,11-01-2019,300.8,332.7,6.9,7.35,13.0,151.9,90.9,High,2019-01-11,2019,1,4,2
Delhi,12-01-2019,463.7,321.9,67.8,5.5,1.3,157.5,87.9,Moderate,2019-01-12,2019,1,5,1
Mumbai,12-01-2019,76.1,583.7,77.8,5.86,17.2,147.8,268.0,Moderate,2019-01-12,2019,1,5,1
Chennai,12-01-2019,55.1,64.1,13.4,6.51,14.6,54.4,370.5,Low,2019-01-12,2019,1,5,0
Kolkata,12-01-2019,364.3,500.5,132.4,8.77,87.8,8.6,131.7,Low,2019-01-12,2019,1,5,0
Bangalore,12-01-2019,174.3,61.8,19.3,3.89,97.5,157.2,328.7,Low,2019-01-12,2019,1,5,0
Delhi,13-01-2019,309.7,144.4,100.4,3.86,49.1,163.4,434.1,High,2019-01-13,2019,1,6,2
Mumbai,13-01-2019,451.4,214.2,137.6,7.56,93.0,128.3,306.8,High,2019-01-13,2019,1,6,2
Chennai,13-01-2019,5.8,59.6,108.8,3.2,29.9,56.6,8.8,Moderate,2019-01-13,2019,1,6,1
Kolkata,13-01-2019,439.2,94.6,17.8,4.68,74.3,95.7,456.9,Low,2019-01-13,2019,1,6,0
Bangalore,13-01-2019,497.6,460.6,142.4,7.97,92.4,34.9,119.3,High,2019-01-13,2019,1,6,2
Delhi,14-01-2019,358.0,429.9,24.7,7.39,95.4,134.8,282.8,Moderate,2019-01-14,2019,1,0,1
Mumbai,14-01-2019,266.4,394.2,9.2,0.44,94.2,85.0,24.4,Low,2019-01-14,2019,1,0,0
Chennai,14-01-2019,342.2,159.7,15.7,5.01,31.4,81.3,409.0,Low,2019-01-14,2019,1,0,0
Kolkata,14-01-2019,444.5,294.3,81.7,9.75,18.9,9.4,432.7,Moderate,2019-01-14,2019,1,0,1
Bangalore,14-01-2019,456.1,139.9,23.8,9.08,94.8,29.0,388.9,Low,2019-01-14,2019,1,0,0
Delhi,15-01-2019,116.7,572.8,49.2,2.36,51.9,143.6,55.1,Moderate,2019-01-15,2019,1,1,1
Mumbai,15-01-2019,35.7,80.1,21.1,2.32,92.1,136.9,160.8,Moderate,2019-01-15,2019,1,1,1
Chennai,15-01-2019,180.3,27.9,5.4,5.22,44.2,60.0,425.6,Moderate,2019-01-15,2019,1,1,1
Kolkata,15-01-2019,262.7,47.4,114.1,6.0,30.4,107.4,214.0,High,2019-01-15,2019,1,1,2
Bangalore,15-01-2019,90.8,136.6,137.5,3.7,45.1,3.1,335.3,High,2019-01-15,2019,1,1,2
Delhi,16-01-2019,225.5,372.1,44.5,7.52,38.6,14.1,222.8,High,2019-01-16,2019,1,2,2
Mumbai,16-01-2019,167.5,363.9,141.9,7.37,29.0,171.8,327.8,High,2019-01-16,2019,1,2,2
Chennai,16-01-2019,352.9,213.8,125.5,1.93,62.6,141.3,84.6,Moderate,2019-01-16,2019,1,2,1
Kolkata,16-01-2019,80.3,238.4,40.4,9.63,98.0,88.0,141.1,Low,2019-01-16,2019,1,2,0
Bangalore,16-01-2019,223.7,5.6,133.9,8.23,20.7,159.7,369.5,Low,2019-01-16,2019,1,2,0
Delhi,17-01-2019,356.5,98.9,39.8,4.87,93.3,167.6,107.7,High,2019-01-17,2019,1,3,2
Mumbai,17-01-2019,193.3,394.3,94.3,5.16,44.3,5.7,258.1,High,2019-01-17,2019,1,3,2
Chennai,17-01-2019,27.9,388.3,16.4,9.31,79.3,177.8,322.9,Low,2019-01-17,2019,1,3,0
Kolkata,17-01-2019,329.9,542.3,113.1,1.35,23.6,173.7,480.6,Low,2019-01-17,2019,1,3,0
Bangalore,17-01-2019,113.8,394.9,23.3,4.5,75.9,121.6,303.3,High,2019-01-17,2019,1,3,2
Delhi,18-01-2019,105.3,193.4,17.7,3.2,15.4,187.2,100.0,High,2019-01-18,2019,1,4,2
Mumbai,18-01-2019,134.2,237.5,13.4,8.37,86.0,81.0,13.0,Moderate,2019-01-18,2019,1,4,1
Chennai,18-01-2019,48.4,160.7,22.5,4.82,5.1,177.1,357.9,Low,2019-01-18,2019,1,4,0
Kolkata,18-01-2019,92.9,311.7,6.4,3.35,71.3,145.5,31.9,Moderate,2019-01-18,2019,1,4,1
Bangalore,18-01-2019,12.0,462.3,83.3,5.66,67.8,70.9,357.6,Low,2019-01-18,2019,1,4,0
Delhi,19-01-2019,478.1,61.2,71.3,6.96,88.5,112.7,75.4,High,2019-01-19,2019,1,5,2
Mumbai,19-01-2019,223.0,195.3,8.5,3.99,48.4,74.0,312.9,Low,2019-01-19,2019,1,5,0
Chennai,19-01-2019,173.2,282.8,33.6,3.2,19.0,115.3,478.2,Low,2019-01-19,2019,1,5,0
Kolkata,19-01-2019,348.6,184.8,71.3,1.32,58.9,69.3,159.8,Low,2019-01-19,2019,1,5,0
Bangalore,19-01-2019,63.3,200.8,9.0,8.94,87.3,0.6,396.2,High,2019-01-19,2019,1,5,2
Delhi,20-01-2019,425.0,91.2,75.1,3.38,52.9,191.4,28.0,High,2019-01-20,2019,1,6,2
Mumbai,20-01-2019,233.2,472.9,104.8,5.17,79.9,185.7,302.0,Moderate,2019-01-20,2019,1,6,1
Chennai,20-01-2019,427.3,231.7,50.6,6.02,40.2,198.8,84.7,High,2019-01-20,2019,1,6,2
Kolkata,20-01-2019,136.2,117.0,4.4,0.22,2.7,11.4,387.6,High,2019-01-20,2019,1,6,2
Bangalore,20-01-2019,348.7,449.4,147.9,5.82,92.5,2.3,28.9,Low,2019-01-20,2019,1,6,0
Delhi,21-01-2019,242.1,129.8,22.5,2.47,64.9,44.0,144.6,High,2019-01-21,2019,1,0,2
Mumbai,21-01-2019,397.1,442.0,34.2,3.41,94.8,122.9,326.7,Low,2019-01-21,2019,1,0,0
Chennai,21-01-2019,395.7,442.2,57.2,0.82,87.4,43.2,274.0,High,2019-01-21,2019,1,0,2
Kolkata,21-01-2019,281.8,399.5,147.2,3.69,79.4,19.4,426.6,Moderate,2019-01-21,2019,1,0,1
Bangalore,21-01-2019,372.1,499.8,145.4,3.68,95.6,12.8,444.6,Low,2019-01-21,2019,1,0,0
Delhi,22-01-2019,372.0,463.5,83.5,1.53,1.9,155.1,66.1,Low,2019-01-22,2019,1,1,0
Mumbai,22-01-2019,439.4,186.2,100.7,0.93,7.9,128.4,265.4,High,2019-01-22,2019,1,1,2
Chennai,22-01-2019,393.4,262.6,141.2,7.24,99.3,195.0,437.6,High,2019-01-22,2019,1,1,2
Kolkata,22-01-2019,299.8,40.1,46.2,1.13,46.6,81.6,336.8,High,2019-01-22,2019,1,1,2
Bangalore,22-01-2019,1.0,586.2,131.2,8.3,79.0,12.4,337.5,High,2019-01-22,2019,1,1,2
Delhi,23-01-2019,43.4,344.1,7.9,9.82,5.7,134.3,31.9,High,2019-01-23,2019,1,2,2
Mumbai,23-01-2019,471.2,268.7,39.6,7.66,7.2,18.5,191.7,High,2019-01-23,2019,1,2,2
Chennai,23-01-2019,85.7,341.6,114.0,2.52,31.6,74.9,331.1,High,2019-01-23,2019,1,2,2
Kolkata,23-01-2019,24.9,323.7,6.8,2.41,52.5,133.5,478.8,Moderate,2019-01-23,2019,1,2,1
Bangalore,23-01-2019,339.9,147.7,101.7,2.81,16.3,191.3,413.2,High,2019-01-23,2019,1,2,2
Delhi,24-01-2019,9.7,237.1,5.8,5.13,20.6,24.1,155.5,Moderate,2019-01-24,2019,1,3,1
Mumbai,24-01-2019,49.2,240.7,91.5,4.96,24.9,146.0,151.4,High,2019-01-24,2019,1,3,2
Chennai,24-01-2019,49.6,395.3,57.9,2.06,54.3,100.7,203.5,Low,2019-01-24,2019,1,3,0
Kolkata,24-01-2019,91.3,521.5,133.3,8.18,65.1,6.1,350.4,Low,2019-01-24,2019,1,3,0
Bangalore,24-01-2019,252.3,488.0,20.7,1.04,50.5,197.0,350.5,High,2019-01-24,2019,1,3,2
Delhi,25-01-2019,102.8,244.1,58.7,4.31,79.9,16.3,49.4,Moderate,2019-01-25,2019,1,4,1
Mumbai,25-01-2019,24.6,163.8,133.4,1.93,9.3,198.2,423.7,High,2019-01-25,2019,1,4,2
Chennai,25-01-2019,493.6,426.6,76.7,7.23,49.2,26.4,65.9,High,2019-01-25,2019,1,4,2
Kolkata,25-01-2019,193.6,570.7,130.3,2.95,83.9,49.8,214.0,High,2019-01-25,2019,1,4,2
Bangalore,25-01-2019,98.8,427.0,13.8,2.36,56.0,69.1,106.6,Moderate,2019-01-25,2019,1,4,1
Delhi,26-01-2019,3.4,590.1,98.1,9.29,41.4,50.9,237.4,High,2019-01-26,2019,1,5,2
Mumbai,26-01-2019,68.5,532.7,18.9,8.14,34.1,70.1,316.8,High,2019-01-26,2019,1,5,2
Chennai,26-01-2019,262.1,121.4,29.5,3.67,95.9,122.3,450.9,Moderate,2019-01-26,2019,1,5,1
Kolkata,26-01-2019,328.1,140.1,61.4,0.88,69.8,188.1,413.6,Low,2019-01-26,2019,1,5,0
Bangalore,26-01-2019,270.2,302.1,69.6,8.96,28.7,172.9,257.3,Low,2019-01-26,2019,1,5,0
Delhi,27-01-2019,179.6,128.2,55.4,1.75,64.4,82.7,473.4,Low,2019-01-27,2019,1,6,0
Mumbai,27-01-2019,461.1,287.6,54.4,4.34,67.5,165.2,415.9,Low,2019-01-27,2019,1,6,0
Chennai,27-01-2019,369.6,167.2,39.6,5.18,82.9,197.8,339.4,High,2019-01-27,2019,1,6,2
Kolkata,27-01-2019,365.3,356.1,135.0,3.66,9.6,128.8,188.9,High,2019-01-27,2019,1,6,2
Bangalore,27-01-2019,379.6,561.9,63.0,4.02,17.3,82.1,2.0,Low,2019-01-27,2019,1,6,0
Delhi,28-01-2019,125.4,337.1,104.3,9.38,62.6,83.8,14.8,Moderate,2019-01-28,2019,1,0,1
Mumbai,28-01-2019,195.8,62.0,125.3,0.68,3.6,185.0,172.0,Low,2019-01-28,2019,1,0,0
Chennai,28-01-2019,487.7,556.9,66.0,0.99,91.4,175.0,266.6,Low,2019-01-28,2019,1,0,0
Kolkata,28-01-2019,70.7,90.6,130.5,1.17,34.2,90.9,29.4,Low,2019-01-28,2019,1,0,0
Bangalore,28-01-2019,83.4,324.0,70.4,3.15,39.9,96.5,86.0,Moderate,2019-01-28,2019,1,0,1
Delhi,29-01-2019,58.5,11.5,32.4,5.53,24.1,77.8,38.2,Low,2019-01-29,2019,1,1,0
Mumbai,29-01-2019,138.9,402.8,54.5,6.7,62.0,122.9,263.2,High,2019-01-29,2019,1,1,2
Chennai,29-01-2019,170.1,166.2,32.4,7.44,37.9,5.9,55.6,High,2019-01-29,2019,1,1,2
Kolkata,29-01-2019,171.7,284.9,109.0,8.12,85.7,38.6,33.1,High,2019-01-29,2019,1,1,2
Bangalore,29-01-2019,303.0,520.3,3.9,6.33,51.9,39.6,285.5,Moderate,2019-01-29,2019,1,1,1
Delhi,30-01-2019,188.2,388.6,127.0,8.22,13.3,198.7,420.2,Moderate,2019-01-30,2019,1,2,1
Mumbai,30-01-2019,248.2,43.2,79.8,6.08,55.6,174.0,134.6,High,2019-01-30,2019,1,2,2
Chennai,30-01-2019,380.4,404.7,34.0,5.24,67.9,180.9,281.7,Low,2019-01-30,2019,1,2,0
Kolkata,30-01-2019,264.8,50.4,96.0,4.02,73.8,92.3,253.1,High,2019-01-30,2019,1,2,2
Bangalore,30-01-2019,246.4,21.5,122.3,4.14,5.4,180.0,231.3,Low,2019-01-30,2019,1,2,0
Delhi,31-01-2019,100.8,510.6,32.9,4.74,13.8,195.0,295.2,High,2019-01-31,2019,1,3,2
Mumbai,31-01-2019,16.4,201.9,115.3,4.71,97.5,110.6,132.0,High,2019-01-31,2019,1,3,2
Chennai,31-01-2019,190.2,171.8,23.8,5.22,78.5,128.0,274.6,High,2019-01-31,2019,1,3,2
Kolkata,31-01-2019,408.6,351.9,104.5,2.23,87.9,25.4,156.3,Low,2019-01-31,2019,1,3,0
Bangalore,31-01-2019,116.9,235.8,74.1,8.81,5.8,190.6,400.4,High,2019-01-31,2019,1,3,2
Delhi,01-02-2019,92.8,443.4,110.2,5.5,17.2,79.7,57.0,Low,2019-02-01,2019,2,4,0
Mumbai,01-02-2019,259.2,215.7,84.4,1.63,13.2,171.6,380.0,Moderate,2019-02-01,2019,2,4,1
Chennai,01-02-2019,183.8,74.5,124.7,5.81,95.1,112.2,79.8,High,2019-02-01,2019,2,4,2
Kolkata,01-02-2019,259.3,48.6,4.5,4.21,66.2,156.9,352.0,High,2019-02-01,2019,2,4,2
Bangalore,01-02-2019,51.8,500.5,116.3,1.3,14.7,42.6,472.6,High,2019-02-01,2019,2,4,2
Delhi,02-02-2019,299.9,293.6,90.5,9.21,27.8,174.5,352.2,High,2019-02-02,2019,2,5,2
Mumbai,02-02-2019,36.5,476.3,29.1,9.78,34.1,188.9,42.2,High,2019-02-02,2019,2,5,2
Chennai,02-02-2019,382.7,158.8,136.8,5.56,23.6,28.6,318.3,Moderate,2019-02-02,2019,2,5,1
Kolkata,02-02-2019,75.5,251.4,53.5,6.0,18.5,166.2,125.7,High,2019-02-02,2019,2,5,2
Bangalore,02-02-2019,171.5,594.4,90.5,6.26,72.1,145.7,160.2,High,2019-02-02,2019,2,5,2
Delhi,03-02-2019,398.3,455.2,118.7,4.29,15.1,19.4,376.4,Low,2019-02-03,2019,2,6,0
Mumbai,03-02-2019,161.2,245.0,14.6,0.96,87.0,58.5,429.3,High,2019-02-03,2019,2,6,2
Chennai,03-02-2019,440.7,411.8,103.7,0.78,86.1,139.1,211.4,Low,2019-02-03,2019,2,6,0
Kolkata,03-02-2019,259.2,38.1,123.3,9.56,64.5,11.7,147.8,Moderate,2019-02-03,2019,2,6,1
Bangalore,03-02-2019,89.7,315.5,130.0,7.01,29.3,112.8,265.1,High,2019-02-03,2019,2,6,2
Delhi,04-02-2019,389.8,288.9,91.2,3.31,15.6,54.4,218.3,High,2019-02-04,2019,2,0,2
Mumbai,04-02-2019,415.0,331.9,98.8,3.73,52.3,194.8,288.8,High,2019-02-04,2019,2,0,2
Chennai,04-02-2019,494.7,208.2,8.1,7.43,40.0,26.1,456.0,High,2019-02-04,2019,2,0,2
Kolkata,04-02-2019,105.5,229.0,99.0,8.8,47.3,82.1,240.0,High,2019-02-04,2019,2,0,2
Bangalore,04-02-2019,18.8,340.9,140.0,3.48,16.0,143.2,9.1,High,2019-02-04,2019,2,0,2
Delhi,05-02-2019,216.6,260.3,71.4,7.39,6.8,174.0,415.9,Low,2019-02-05,2019,2,1,0
Mumbai,05-02-2019,82.5,50.1,25.4,8.21,93.2,99.9,444.6,High,2019-02-05,2019,2,1,2
Chennai,05-02-2019,274.8,471.0,125.2,8.21,88.0,34.4,207.7,High,2019-02-05,2019,2,1,2
Kolkata,05-02-2019,423.3,97.2,117.7,0.41,73.4,189.7,116.2,Moderate,2019-02-05,2019,2,1,1
Bangalore,05-02-2019,327.0,314.7,12.6,5.72,55.1,58.7,9.4,Low,2019-02-05,2019,2,1,0
Delhi,06-02-2019,486.7,4.3,107.6,2.83,61.6,173.0,328.0,Low,2019-02-06,2019,2,2,0
Mumbai,06-02-2019,428.6,442.5,70.1,8.86,49.7,197.8,247.4,Moderate,2019-02-06,2019,2,2,1
Chennai,06-02-2019,67.3,273.7,53.2,3.24,42.1,198.0,391.0,High,2019-02-06,2019,2,2,2
Kolkata,06-02-2019,320.2,210.4,73.7,3.34,69.0,138.2,476.0,Low,2019-02-06,2019,2,2,0
Bangalore,06-02-2019,283.2,194.9,124.5,7.12,9.0,171.2,356.2,Low,2019-02-06,2019,2,2,0
Delhi,07-02-2019,338.7,527.8,70.3,2.35,96.6,151.0,345.9,High,2019-02-07,2019,2,3,2
Mumbai,07-02-2019,194.6,366.4,101.3,1.75,32.9,43.5,2.5,High,2019-02-07,2019,2,3,2
Chennai,07-02-2019,280.6,224.9,23.4,1.74,19.8,50.7,155.1,Moderate,2019-02-07,2019,2,3,1
Kolkata,07-02-2019,367.5,104.3,3.7,5.08,85.7,169.7,129.9,High,2019-02-07,2019,2,3,2
Bangalore,07-02-2019,351.1,166.2,62.4,7.2,81.9,76.5,334.8,Low,2019-02-07,2019,2,3,0
Delhi,08-02-2019,68.9,70.3,26.4,5.21,62.3,166.9,246.0,High,2019-02-08,2019,2,4,2
Mumbai,08-02-2019,400.2,326.9,127.3,4.88,37.1,76.2,316.6,High,2019-02-08,2019,2,4,2
Chennai,08-02-2019,313.3,180.8,97.4,5.06,32.1,119.3,222.7,Low,2019-02-08,2019,2,4,0
Kolkata,08-02-2019,204.8,220.9,44.8,2.75,50.9,69.4,306.4,Low,2019-02-08,2019,2,4,0
Bangalore,08-02-2019,28.7,2.3,77.7,7.8,53.2,80.3,298.9,High,2019-02-08,2019,2,4,2
Delhi,09-02-2019,481.2,443.8,149.9,6.4,11.7,169.7,369.0,Low,2019-02-09,2019,2,5,0
Mumbai,09-02-2019,135.6,469.2,84.3,8.11,86.7,108.1,356.3,High,2019-02-09,2019,2,5,2
Chennai,09-02-2019,483.7,377.4,105.1,8.28,78.7,104.9,120.4,Low,2019-02-09,2019,2,5,0
Kolkata,09-02-2019,196.0,163.2,55.5,0.13,50.9,107.3,493.2,Low,2019-02-09,2019,2,5,0
Bangalore,09-02-2019,373.6,360.6,140.4,9.36,76.9,121.4,54.4,Low,2019-02-09,2019,2,5,0
Delhi,10-02-2019,45.5,132.1,29.0,4.38,31.0,185.9,416.5,Low,2019-02-10,2019,2,6,0
Mumbai,10-02-2019,71.8,556.7,55.6,2.78,23.7,97.0,51.8,High,2019-02-10,2019,2,6,2
Chennai,10-02-2019,297.4,517.1,48.9,0.97,63.1,71.4,322.1,High,2019-02-10,2019,2,6,2
Kolkata,10-02-2019,18.8,136.2,99.8,5.84,12.7,186.7,35.3,Low,2019-02-10,2019,2,6,0
Bangalore,10-02-2019,227.2,450.3,87.8,4.63,29.9,198.7,357.1,Moderate,2019-02-10,2019,2,6,1
Delhi,11-02-2019,301.5,312.4,140.9,8.6,37.6,190.7,399.8,Low,2019-02-11,2019,2,0,0
Mumbai,11-02-2019,74.7,343.6,69.9,6.06,86.7,2.7,406.2,High,2019-02-11,2019,2,0,2
Chennai,11-02-2019,493.9,436.4,12.1,0.4,12.0,105.4,215.9,Moderate,2019-02-11,2019,2,0,1
Kolkata,11-02-2019,48.1,547.6,94.8,6.81,15.9,191.7,410.5,High,2019-02-11,2019,2,0,2
Bangalore,11-02-2019,434.8,314.4,50.7,1.28,44.9,180.7,53.3,Low,2019-02-11,2019,2,0,0
Delhi,12-02-2019,335.5,223.9,137.2,1.04,92.2,195.5,91.4,High,2019-02-12,2019,2,1,2
Mumbai,12-02-2019,443.2,418.7,40.2,2.72,51.7,1.2,448.0,Low,2019-02-12,2019,2,1,0
